Customer_ID,Day Mins,Eve Mins,Night Mins,Intl Mins
776-7755,2542.7,2353.0,2459.4,232.3
776-7757,20098.02,14975.9,14342.34,1218.92
776-7777,4126.0,4173.7,2448.4,133.0
776-7778,54033.8,54703.020000000004,13569.0,606.6
776-7795,4729.0,4230.51,4146.51,177.1
776-7797,2266.01,2219.7,2383.0,158.9
776-7799,4138.7,23165.500000000004,2708.1,108.0
776-7879,2376.7,4453.2,2432.8,111.2
776-7888,4454.21,6910.71,46752.409999999996,384.11
776-7897,19340.71,27378.4,14000.53,693.03
776-7898,4771.5,2304.2999999999997,2340.91,128.2
776-7899,7626.2,11710.62,10024.7,363.82
776-7955,6042.1,5909.12,6124.0,559.0
776-7965,4326.41,2581.9,2365.01,193.0
776-7988,53214.520000000004,11197.42,50063.81999999999,452.5
776-7995,11895.5,11595.51,7616.11,491.4
776-7997,5059.93,5740.5,5793.8,440.72
776-8577,13448.44,16827.42,11691.039999999999,444.74
776-8797,7932.42,14410.5,8483.2,491.1
776-8878,23213.2,2330.2,4053.01,204.41
776-8898,27172.500000000004,6383.3,8076.91,556.53
776-9577,34064.420000000006,34601.21,15148.73,800.83
776-9579,20876.23,14526.7,19733.11,1156.84
776-9587,1997.8,2412.6,4074.3999999999996,156.9
776-9589,16733.8,59326.54,66253.0,877.4
776-9595,11962.720000000001,12597.199999999999,11882.199999999999,217.22
776-9597,30521.7,5635.91,5767.12,376.5
776-9598,10300.22,11287.32,18670.0,537.4
776-9599,101940.34,17232.82,15092.3,789.11
776-9656,11464.22,13412.82,55497.1,874.32
776-9665,11100.92,12160.720000000001,15623.52,1397.82
776-9677,5579.8,5822.62,7934.3,267.2
776-9687,6654.62,14419.0,8139.1,504.12
776-9699,4652.03,13879.11,6215.610000000001,350.11
776-9757,26105.899999999998,24313.399999999998,18516.94,1067.86
776-9776,4035.4999999999995,2164.41,2199.91,104.0
776-9785,6124.62,15855.099999999999,10752.22,501.9
776-9788,10948.619999999999,11720.82,7936.3,466.0
776-9796,11505.82,5992.91,10599.71,250.2
776-9797,7371.219999999999,9332.3,6037.1,401.0
776-9798,12358.82,49056.600000000006,16135.9,462.32
776-9799,7581.9,32569.000000000004,11380.3,319.62
776-9856,49964.32,13585.3,12408.24,590.22
776-9857,16037.12,8569.02,15801.4,783.92
776-9867,4321.5,4441.51,4255.9,141.0
776-9869,8052.4,8065.8099999999995,11292.8,694.3
776-9875,17361.52,9643.8,12656.5,885.52
776-9888,14996.31,14641.11,60024.009999999995,958.43
776-9897,10416.72,9975.3,11432.2,442.81
776-9898,8285.52,9614.3,5622.21,382.82
776-9965,11531.53,6288.9,9122.31,458.82
776-9968,15661.3,6990.9,9373.3,445.9
776-9987,2520.0,2385.8,2537.0,157.60999999999999
776-9989,39191.42,22274.2,40171.92,934.53
776-9998,7847.82,12173.7,12382.0,813.52
777-5556,4070.7000000000003,23092.61,4643.099999999999,372.71000000000004
777-5557,2535.01,4268.8,23321.000000000004,329.5
777-5558,49260.12,13720.02,11482.8,980.72
777-5559,10185.13,11385.0,27062.6,500.22
777-5575,12327.8,12647.5,12342.619999999999,498.12
777-5588,4386.099999999999,4407.599999999999,2574.1,158.8
777-5595,12620.9,9343.42,12133.34,311.6
777-5655,3960.2,2190.5,1981.21,170.21
777-5677,2831.3,2375.2,3299.5099999999998,101.41
777-5678,6754.72,9001.9,55234.1,439.71999999999997
777-5689,8315.42,7894.52,49957.200000000004,386.42
777-5699,48336.62,5789.4,9550.91,211.73
777-5755,13939.92,10685.9,37132.82,697.2
777-5759,11755.019999999999,8082.7,12152.800000000001,572.3
777-5775,8376.72,34282.6,15690.72,741.9
777-5776,2226.2,5616.3,2597.71,392.51
777-5777,7945.8,8439.2,8998.6,397.42
777-5778,3977.61,23528.500000000004,4881.3,216.5
777-5779,15327.12,16617.62,12172.84,528.02
777-5785,10777.199999999999,18704.93,15930.220000000001,623.4300000000001
777-5787,2280.3,2399.2,4277.6,172.0
777-5796,4240.2,4718.2,2369.41,149.3
777-5798,8500.82,12544.02,12596.619999999999,463.91999999999996
777-5799,2409.91,2328.41,4315.6,141.79999999999998
777-5857,9790.3,12235.02,53737.520000000004,604.3
777-5875,2390.8,2576.3,2030.21,196.9
777-5877,3876.4,4301.11,2304.2,130.1
777-5897,9741.5,18156.9,12446.32,683.34
777-5899,9220.3,5927.0199999999995,9726.8,544.3
777-5958,7973.04,12148.8,13171.74,618.32
777-5965,5068.4,4363.71,3725.1,177.61
777-5969,7618.3,8876.6,12524.699999999999,441.1
777-5977,1690.6100000000001,4084.6099999999997,6478.400000000001,160.22
777-5978,28062.44,31923.1,20187.5,1093.11
777-5979,2170.5,4592.7,4614.71,196.20000000000002
777-5986,17641.14,62507.8,68413.24,1594.4099999999999
777-5987,10448.8,13317.9,8683.6,345.7
777-5989,10185.52,5709.2,7588.4,320.9
777-5995,12107.0,15645.9,12342.92,562.12
777-5996,7498.82,12460.1,9573.03,267.0
777-5997,9441.21,12529.109999999999,14518.6,547.43
777-5999,14193.72,8351.03,52523.51,318.31
777-6559,2413.0,2485.3,4598.6,344.4
777-6575,50415.84,11885.92,14599.9,517.1
777-6578,4298.4,4225.21,23376.3,204.1
777-6589,2409.6,2502.3,2343.1,194.21
777-6596,7649.42,7536.82,8179.7,357.5
777-6659,3768.21,4243.1,23323.9,153.1
777-6675,7233.3,13166.6,51082.200000000004,507.9
777-6687,4285.01,2307.41,2135.4,103.71
777-6689,11892.31,5872.3099999999995,46932.52,345.81
777-6779,11103.14,8543.94,11933.92,482.59999999999997
777-6789,12318.699999999999,7393.12,12102.4,528.4399999999999
777-6857,2417.1,4462.8,2522.9,135.9
777-6859,9651.5,12237.92,10224.199999999999,397.3
777-6898,15454.42,48863.92,13632.1,386.4
777-6955,49140.0,12382.220000000001,49981.3,556.8199999999999
777-6998,4299.1,5744.3,2357.3,113.89999999999999
777-7555,13146.91,14614.9,14665.71,799.02
777-7557,27505.11,8362.4,7170.209999999999,501.5
777-7559,76018.33,19164.12,55912.53,1401.12
777-7567,2503.8,2293.71,2396.0,176.0
777-7569,6283.12,5484.53,5667.9,350.2
777-7576,13617.6,54199.100000000006,15889.5,549.02
777-7577,4765.1,7296.9,8583.6,415.5
777-7578,18875.899999999998,14772.619999999999,21878.92,826.7
777-7579,7920.7,13491.32,51539.91,537.63
777-7585,2547.51,2302.0,2331.7,149.0
777-7586,6411.820000000001,7022.01,6529.1,233.91
777-7587,3966.61,2150.7,4661.5,183.71
777-7589,10941.13,47556.9,7926.0199999999995,480.73
777-7595,50078.5,50592.8,11756.599999999999,476.21999999999997
777-7597,3984.91,2568.01,5077.6,182.0
777-7599,12814.8,8478.72,10227.72,503.21999999999997
777-7677,10965.03,34015.22,163420.93,745.91
777-7679,12137.93,68255.6,118134.70999999999,368.63
777-7698,40607.0,18156.9,20013.920000000002,867.52
777-7757,6104.31,6772.62,6635.1,283.40999999999997
777-7765,2182.1,4323.91,4295.0,187.60999999999999
777-7766,4274.7,1953.9,4201.21,177.6
777-7767,6176.91,8617.8,6569.700000000001,263.11
777-7769,12635.710000000001,58435.020000000004,37584.52,649.32
777-7777,19948.41,20659.74,62984.21,1125.32
777-7779,30172.5,70560.40000000001,57034.63,1800.6299999999999
777-7787,6378.9,4425.41,6948.7,303.11
777-7788,37166.840000000004,11936.64,18696.63,944.9100000000001
777-7789,14537.92,8678.42,13675.720000000001,434.2
777-7795,2067.1,2804.4,4137.900000000001,191.1
777-7797,18514.93,15844.609999999999,13851.11,685.4
777-7798,8814.3,13190.4,12232.42,565.4
777-7799,33926.9,20631.22,27555.52,1039.62
777-7858,4335.0,2352.51,2235.1,99.2
777-7868,15220.44,8283.5,9928.81,585.2
777-7869,49291.840000000004,48253.72,12223.4,460.21999999999997
777-7875,3806.8,2250.3,3674.2000000000003,138.5
777-7876,6875.2,50192.4,51479.420000000006,1097.12
777-7877,16085.42,16486.399999999998,12706.6,491.2
777-7878,4139.4,2211.41,2124.01,319.6
777-7879,8331.22,15998.5,11871.74,451.5
777-7885,4210.61,4491.2,3894.2,128.91
777-7895,2041.5,4314.01,2420.2,135.81
777-7897,11368.22,11796.3,11581.14,582.1999999999999
777-7898,8073.62,6205.11,9918.73,511.9
777-7955,4925.71,4308.7,4992.400000000001,191.60999999999999
777-7957,2151.4,23231.7,4138.8,112.7
777-7959,61942.42,34949.0,22958.4,977.22
777-7967,43224.020000000004,21592.5,24281.92,844.12
777-7968,23957.12,16694.14,22526.04,1615.94
777-7969,32028.600000000002,9289.2,10061.400000000001,244.31
777-7975,13807.91,13867.91,10372.73,910.22
777-7977,32232.13,14928.91,38525.9,567.92
777-7979,44152.01,68669.32,24508.399999999998,1061.51
777-7987,13354.72,9716.11,7688.82,465.90999999999997
777-7997,54899.32,21682.02,57943.520000000004,1409.0
777-7998,6068.509999999999,6758.5,6625.799999999999,273.5
777-7999,13970.92,15600.619999999999,53737.020000000004,579.8
777-8566,12370.74,11640.9,8270.52,667.1999999999999
777-8567,11085.0,16618.2,7828.54,406.3
777-8598,2343.3,2138.91,2393.61,132.01
777-8678,2613.5099999999998,3018.1,13398.300000000001,115.6
777-8688,11667.82,11801.119999999999,16092.02,594.6
777-8698,47801.71,11106.6,17599.1,268.5
777-8777,2203.8,2399.6,2504.4,154.9
777-8788,2277.0,2436.1,2331.5,156.0
777-8789,11346.22,11757.3,8334.42,388.21999999999997
777-8855,16890.92,13855.5,11730.42,503.02
777-8867,8289.2,11468.720000000001,8441.82,570.3
777-8878,50200.82,11699.0,11240.9,655.4399999999999
777-8895,15918.1,7955.139999999999,12408.82,768.8199999999999
777-8955,2579.8,2376.31,2327.8,181.91
777-8958,23415.32,61080.8,24429.5,1622.92
777-8959,16137.12,13907.24,17262.64,640.5
777-8965,4033.0999999999995,4240.2,2404.9,203.4
777-8987,13632.199999999999,8374.54,8021.099999999999,519.8
777-8988,67388.54000000001,68245.64,71950.72,1800.34
777-8989,9444.199999999999,4621.92,7013.099999999999,340.3
777-8996,8778.72,8261.0,31196.4,574.72
777-9555,9614.8,47656.7,5976.51,427.3
777-9557,12324.02,50327.42,8518.1,575.72
777-9558,6366.12,16203.3,8058.4,543.2
777-9566,52544.84,49553.020000000004,16113.24,542.54
777-9569,22364.74,24049.22,58660.72,1281.3
777-9577,11357.519999999999,15511.92,31418.800000000003,579.8
777-9578,4181.5,2328.6,2489.4,132.8
777-9579,10695.54,30434.7,12799.4,500.02
777-9586,19344.43,14296.25,18143.12,640.93
777-9597,9493.710000000001,8668.71,13929.8,510.3
777-9598,15045.699999999999,17927.7,18933.3,717.1
777-9599,15405.14,21773.8,80843.8,826.4
777-9669,6548.42,11588.0,11610.92,410.3
777-9677,3823.0099999999998,1756.81,3937.5,294.71000000000004
777-9685,6006.3,5705.8,4568.599999999999,93.60000000000001
777-9688,53602.04,13149.4,50098.920000000006,328.21999999999997
777-9697,19044.22,23905.05,68797.23,1768.02
777-9756,13754.099999999999,10372.03,8062.099999999999,517.1
777-9758,53549.12,12397.52,7968.9,707.9
777-9759,2387.0,2330.51,4414.8,172.21
777-9765,5584.4,11643.11,11686.1,836.7099999999999
777-9769,2817.6,3294.7,4263.8,180.1
777-9777,2283.6,2417.51,4749.5,124.41
777-9778,4610.8,7082.31,7170.41,257.81
777-9779,7297.7,13475.5,11149.5,372.09999999999997
777-9786,1984.81,2472.4,5014.9,105.61
777-9787,10411.31,15695.02,31184.92,716.3
777-9788,4187.5,6448.61,6498.5,237.81
777-9789,22823.800000000003,4121.0,4116.71,169.1
777-9795,7966.64,13725.22,8261.92,548.3
777-9798,6037.1,11680.31,9612.710000000001,193.13
777-9799,20443.91,14723.13,32870.700000000004,767.8100000000001
777-9856,15479.22,12177.2,15807.82,700.3199999999999
777-9858,8140.799999999999,10079.71,9852.2,299.40000000000003
777-9859,7882.42,11398.92,12647.119999999999,921.32
777-9867,2894.3,2384.9,4390.8,132.7
777-9878,16713.899999999998,13285.42,16058.94,947.2
777-9879,2438.0,3952.01,4209.599999999999,139.4
777-9885,20444.21,20938.84,19476.44,904.63
777-9887,2501.6,4183.2,2480.1,100.80000000000001
777-9895,23345.52,56325.64000000001,242650.91999999998,1357.24
777-9899,6075.0,7164.91,9363.22,321.2
777-9957,4135.5,2401.6,4827.3,151.29999999999998
777-9959,58240.41,12992.52,17135.3,1093.01
777-9967,13808.21,10080.63,14933.9,1398.73
777-9969,58826.92,56430.600000000006,19413.72,772.12
777-9975,27858.45,29613.63,28608.84,1040.32
777-9977,17512.42,22101.21,20701.14,1287.1299999999999
777-9978,9317.199999999999,11330.9,14329.3,339.71999999999997
777-9979,28395.03,15624.83,12214.0,533.42
777-9985,4513.4,6954.7,8374.41,402.71
777-9987,91475.2,80621.13,17620.0,990.02
777-9988,15478.42,24138.01,12376.22,845.41
777-9989,9106.01,5884.62,26862.4,426.0
777-9995,15677.7,8178.22,11684.32,542.72
777-9998,7859.5,12068.220000000001,6052.42,383.2
778-5555,8461.92,12559.44,8562.42,677.14
778-5557,13610.220000000001,16342.2,15671.4,797.5
778-5587,15585.82,11731.019999999999,16960.54,592.22
778-5656,7996.9,12111.0,16262.0,862.62
778-5665,11479.22,17550.399999999998,53571.72,571.6
778-5675,14808.44,15646.52,50733.32,560.0
778-5677,7958.8,11736.82,12073.12,568.14
778-5688,8979.42,7599.62,8418.42,457.8
778-5695,13760.52,18408.32,13691.2,666.74
778-5697,14618.419999999998,12122.0,13558.04,470.42
778-5767,2034.0,4234.2,2759.9,143.2
778-5768,2152.5,4722.21,4411.9,126.0
778-5769,46963.700000000004,10152.9,10802.0,377.0
778-5797,34271.0,16250.5,17718.3,493.54
778-5859,11446.82,11623.42,7917.5,433.71999999999997
778-5887,4090.9,8961.4,8443.71,423.5
778-5889,18621.3,20401.6,19466.329999999998,847.72
778-5895,20015.36,70633.40000000001,20413.92,920.12
778-5899,11397.5,16817.62,12224.9,537.44
778-5957,19942.850000000002,9743.03,31112.5,1327.42
778-5959,7179.8099999999995,5091.11,30709.2,475.5
778-5965,8315.1,12565.72,16011.72,501.52
778-5968,5299.9,13148.31,49650.3,281.4
778-5975,49799.020000000004,55093.4,13513.6,450.62
778-5998,11296.02,50222.8,8533.4,591.52
778-6556,14136.130000000001,10258.43,13654.33,659.53
778-6558,15767.92,15985.5,91724.0,541.82
778-6576,8601.5,12412.74,17855.7,432.82
778-6587,9057.42,53677.42,8430.4,545.4
778-6588,6500.8,7504.32,16418.8,523.3
778-6656,10405.4,15058.95,10384.93,456.3
778-6678,16139.0,11918.5,6877.9,315.92
778-6765,2209.81,2347.4,2190.91,174.79999999999998
778-6775,7191.8,15200.32,8378.119999999999,413.5
778-6779,2154.81,3754.4,6017.62,142.61
778-6799,5978.62,5491.8,9968.52,430.7
778-6878,1814.6000000000001,2442.6,2593.6,172.9
778-6898,4678.92,47535.3,11016.8,492.6
778-6959,8359.6,36549.33,8316.31,615.6
778-6965,16840.25,20243.02,25374.23,1021.3199999999999
778-6976,94170.8,8281.1,12539.02,561.52
778-6986,9462.82,10127.0,35000.0,572.3
778-6987,23474.01,2376.6,2897.2,94.01
778-6989,69378.53,6020.42,7039.2,247.10999999999999
778-7555,4000.01,4763.7,4294.099999999999,184.3
778-7557,7963.3,15957.119999999999,30930.420000000002,382.71999999999997
778-7558,10677.92,10542.22,15195.22,645.0
778-7565,12086.92,11967.8,15663.699999999999,861.6999999999999
778-7575,10364.4,50093.8,14003.8,639.5999999999999
778-7577,3700.1000000000004,2108.4,2248.9,153.22
778-7579,30928.23,22087.8,17202.43,2177.12
778-7588,11695.52,11992.3,12070.52,485.72
778-7589,15752.82,11795.92,16219.42,725.62
778-7596,11459.0,15465.3,13490.6,433.4
778-7599,12557.72,15938.72,11857.72,568.6999999999999
778-7655,14947.8,12612.300000000001,11129.12,532.7
778-7657,4307.8099999999995,4066.71,1777.2,99.71
778-7687,7521.5199999999995,9269.22,9205.5,557.12
778-7755,10999.82,13845.2,8324.6,911.82
778-7758,3231.21,2470.01,4409.5,341.51
778-7759,25897.03,65986.34,71043.9,2003.25
778-7775,2081.31,4135.21,4462.8,83.61
778-7777,51960.3,40070.950000000004,14474.02,768.65
778-7785,11830.92,53714.0,13172.6,462.52
778-7787,4740.6,8323.32,7012.599999999999,294.5
778-7789,18204.12,23095.73,21430.04,1713.1
778-7799,3953.9,2160.5,4921.599999999999,174.6
778-7857,4310.3,26354.320000000003,4454.2,254.9
778-7859,5867.0,27672.410000000003,5125.0,227.0
778-7875,32358.02,262011.35,90829.54000000001,1404.13
778-7879,12050.4,15731.5,16636.12,520.02
778-7886,12101.1,8518.32,12172.4,493.1
778-7888,11552.92,8530.7,9621.4,630.54
778-7889,5986.5,3878.2,3895.81,132.4
778-7898,4141.5,4377.2,3148.7,340.11
778-7955,12121.099999999999,13865.04,92429.02,375.62
778-7958,21602.54,20005.34,60304.23,1167.1399999999999
778-7959,6944.219999999999,11654.220000000001,55248.0,534.1
778-7965,2281.81,22899.9,2080.51,93.5
778-7976,4135.01,1974.3,2130.2,146.0
778-7977,5644.599999999999,5877.02,5921.8,736.4
778-7978,4265.3,2573.7999999999997,4250.4,181.41
778-7986,7681.599999999999,30828.8,12435.220000000001,471.82
778-7987,11977.5,12100.6,9917.42,606.5
778-7988,24469.9,6424.299999999999,2239.01,119.1
778-7998,8292.8,8268.6,8356.699999999999,452.81
778-8565,53448.32000000001,16598.2,16670.9,354.94
778-8566,9424.3,8551.32,50128.02,528.8199999999999
778-8567,16025.1,54334.9,16185.12,635.52
778-8575,12168.0,14287.8,8728.3,611.54
778-8676,10734.92,8047.5,7100.12,529.42
778-8757,2423.11,12838.5,23254.7,132.9
778-8759,6043.31,20389.9,68283.7,357.82
778-8777,4643.61,28494.820000000003,8673.41,253.51
778-8779,12242.04,15838.0,11772.519999999999,1040.44
778-8786,8619.6,15917.73,15739.8,1297.6
778-8789,17044.3,11997.84,8938.619999999999,471.3
778-8795,16249.199999999999,35173.72,14220.5,727.3
778-8857,12513.199999999999,12616.4,16198.92,562.7
778-8858,5336.74,8421.3,11465.72,527.52
778-8859,8631.44,8231.6,7975.0,854.64
778-8879,3978.7999999999997,2431.0,2377.7,90.4
778-8899,7051.4,5893.0199999999995,4465.22,195.9
778-8967,12062.699999999999,15917.52,11793.5,432.52
778-8977,80230.51,43630.62,30240.01,755.71
778-8978,12222.8,52389.9,8309.32,432.09999999999997
778-8995,11608.8,30801.300000000003,5652.62,458.42
778-9555,10837.81,12041.199999999999,11719.62,491.7
778-9557,17467.5,8387.32,34465.520000000004,1094.6
778-9567,10207.44,13115.619999999999,8445.42,362.82
778-9577,52683.52,8342.72,16005.7,527.5
778-9578,2407.0,4375.61,4283.71,137.81
778-9586,8274.1,54202.62,13254.119999999999,393.4
778-9595,27417.62,22943.45,63110.229999999996,987.92
778-9596,17405.41,8127.84,8006.71,248.31
778-9598,5877.22,8025.13,7625.01,278.51
778-9599,45799.85,23150.64,30744.309999999998,1123.34
778-9655,7407.93,11120.43,15789.53,515.3
778-9657,10282.12,6256.62,5411.1,328.4
778-9675,2048.1,3967.4,1973.8,96.1
778-9677,1973.6100000000001,2238.4,4231.51,194.9
778-9695,46755.1,9857.0,9355.4,323.92
778-9697,9456.81,10164.82,11555.61,540.6
778-9755,8677.12,12214.599999999999,17538.2,661.92
778-9759,60998.13,26684.23,23781.3,1196.6
778-9769,8632.1,72405.5,13188.11,984.6
778-9776,5062.6,2319.7000000000003,2548.1,193.81
778-9777,4427.4,5102.610000000001,4336.8,139.31
778-9779,6394.3,6217.6,25593.41,297.3
778-9787,18169.04,20192.129999999997,57045.200000000004,1077.04
778-9795,54134.22,17458.5,37092.62,556.3
778-9798,12512.32,50354.02,53664.32,668.2
778-9857,9674.6,10111.93,5750.5,411.7
778-9859,49428.1,12354.5,13196.0,453.3
778-9865,11846.199999999999,17382.8,15608.699999999999,385.59999999999997
778-9875,5823.92,4761.62,30754.91,365.32
778-9877,20610.43,20965.12,65257.340000000004,1495.95
778-9888,8491.9,12427.0,52870.72,609.02
778-9889,10091.8,5974.5,9920.6,332.4
778-9895,27484.0,7738.43,9168.210000000001,701.73
778-9897,7695.01,8394.0,5924.3,316.71
778-9898,15087.82,57999.42,23745.24,1008.8299999999999
778-9899,12290.1,50077.700000000004,11572.8,437.2
778-9955,48707.200000000004,52597.100000000006,16995.8,960.34
778-9958,6898.6,13107.220000000001,13437.62,1010.62
778-9965,8140.93,30397.9,5791.93,205.72
778-9975,98611.45,34453.15,81148.12000000001,1078.55
778-9976,7922.3099999999995,10533.0,9715.5,348.82
778-9978,19159.1,33563.74,61691.420000000006,1046.8
778-9979,75047.42,35844.92,54943.439999999995,1330.34
778-9988,8771.0,10954.9,6464.72,396.6
778-9995,7536.499999999999,11784.199999999999,27200.2,636.1
778-9996,14913.4,5719.02,10678.599999999999,510.90999999999997
778-9999,24919.62,26351.43,23977.15,1395.6299999999999
779-5556,7161.2,26402.61,8514.0,559.4300000000001
779-5557,17914.84,68628.4,18798.399999999998,1216.82
779-5559,49840.82,13877.62,8127.0199999999995,545.1
779-5567,10458.02,11750.6,10396.34,665.72
779-5577,23110.33,21468.3,26940.93,709.4
779-5578,11323.8,10619.32,10072.619999999999,547.72
779-5579,4063.8,4333.2,2393.7,147.5
779-5587,24297.84,29343.82,31567.2,1258.8
779-5588,24427.7,63212.7,17856.82,818.5
779-5595,50985.6,19707.12,14184.83,694.23
779-5599,12256.91,23482.420000000002,20562.2,588.02
779-5655,49272.8,5934.9,9187.73,485.93
779-5659,31322.8,11287.2,9519.03,384.21
779-5676,2377.9,2347.4,1929.0,93.7
779-5679,13607.199999999999,12782.199999999999,8035.3,1030.72
779-5696,5768.1,5698.0,4828.12,229.0
779-5757,15596.919999999998,15777.83,15200.22,680.8199999999999
779-5759,31228.92,18974.239999999998,71389.42,1365.42
779-5777,11970.8,11723.4,14423.82,606.12
779-5778,12535.72,13640.9,15492.6,424.92
779-5779,6370.7,12311.8,11454.64,704.42
779-5787,4580.81,23265.0,2952.2,196.1
779-5789,8420.93,26596.52,12384.099999999999,479.52
779-5795,10168.4,8194.8,8248.32,466.40000000000003
779-5796,5451.3,13574.599999999999,6071.91,693.63
779-5859,12069.0,11384.2,12417.3,394.7
779-5875,9792.62,11299.02,5972.01,447.1
779-5877,11269.7,49689.520000000004,15175.2,865.94
779-5885,13300.4,8507.6,12107.54,633.02
779-5888,8361.22,10960.32,7584.8,673.22
779-5899,23198.02,67167.03,25355.6,957.12
779-5955,48487.9,48796.3,5916.5,473.0
779-5957,32857.02,13870.41,11481.91,473.1
779-5965,26343.8,23583.03,20434.8,820.65
779-5967,2296.9,2288.9,23115.41,176.8
779-5969,48126.42,10093.3,25827.33,477.6
779-5977,12883.119999999999,49936.5,17737.1,514.0
779-5978,7004.610000000001,30977.9,8226.9,446.52
779-5997,2258.91,23364.11,4406.5,126.2
779-5998,9342.8,10002.4,10521.6,821.6999999999999
779-5999,30749.87,56475.34,77888.86,1781.84
779-6555,49472.62,54552.0,54938.9,507.32
779-6559,9532.800000000001,6170.8,7681.0,877.02
779-6577,1863.41,2487.7,2730.7,376.59999999999997
779-6578,11390.02,11295.53,31474.0,405.5
779-6579,2260.3,4771.1,4427.8,137.91
779-6586,20440.4,17120.02,20366.899999999998,672.03
779-6589,6506.8,6205.5199999999995,10029.1,466.53
779-6597,9214.33,6000.52,10966.3,675.0
779-6599,5442.7,12158.0,11952.199999999999,252.03
779-6655,6358.599999999999,12390.04,12575.8,606.52
779-6659,28731.43,7579.6,27001.7,308.2
779-6677,8444.0,50182.700000000004,6878.0,474.12
779-6685,11793.42,53376.92,11850.199999999999,407.21999999999997
779-6759,4888.4,23322.1,43694.8,129.4
779-6795,23050.899999999998,2456.31,2625.4,109.6
779-6959,11389.4,7578.7,47175.1,442.2
779-6966,54027.9,11888.1,10559.3,515.92
779-6968,7823.62,8647.6,53000.700000000004,919.2
779-6977,13080.7,11539.02,12671.82,502.03999999999996
779-6978,54061.200000000004,12083.4,9993.92,430.1
779-6995,68017.62,9913.01,10282.3,351.9
779-6996,50684.94,13661.5,8242.3,519.7
779-6998,49679.0,13754.42,47928.9,318.9
779-7557,4903.31,2734.2,2318.6,131.6
779-7575,7103.41,6493.9,6890.099999999999,311.51
779-7576,9046.4,10300.2,8811.22,358.4
779-7577,4208.2,4812.51,2337.1,114.3
779-7579,58174.3,33879.6,14560.93,1011.52
779-7585,18038.51,18333.8,19313.02,1106.74
779-7588,4399.6,2350.4,2329.41,131.1
779-7589,12086.8,9500.0,12996.42,455.24
779-7595,8026.7300000000005,8196.1,6218.2,267.81
779-7597,4243.91,4277.099999999999,4344.71,121.0
779-7598,11161.63,8708.3,12204.11,532.9
779-7599,12250.93,11878.619999999999,8040.13,246.1
779-7676,12627.84,10491.62,11705.32,696.6
779-7678,4197.71,2501.81,2445.3,195.41
779-7685,27128.64,23019.62,24466.699999999997,1049.62
779-7689,13538.22,14870.23,14192.13,793.43
779-7698,40912.11,58245.43,20111.82,1112.73
779-7758,2531.6,4232.599999999999,2387.41,266.9
779-7766,7649.0,5180.3,7488.7300000000005,364.2
779-7775,1794.0,4059.5,4180.0,143.1
779-7776,3940.8100000000004,4160.5,2342.01,116.50999999999999
779-7777,9416.699999999999,17481.600000000002,27640.7,293.21
779-7778,2162.0,4215.3,2473.5,162.4
779-7779,81132.3,39795.44,22331.21,971.9
779-7787,7627.0,50453.700000000004,8490.32,474.4
779-7795,16984.72,13952.11,22737.61,719.73
779-7875,5696.81,27390.300000000003,6700.2,358.9
779-7876,4181.61,4339.4,4362.5,89.7
779-7877,11574.4,8109.42,12908.7,465.12
779-7889,8657.02,49773.72,17729.440000000002,602.0
779-7895,16438.71,37824.25000000001,17575.0,1132.23
779-7899,12630.599999999999,12295.72,11572.619999999999,589.52
779-7955,13311.01,9930.9,10685.0,663.84
779-7957,11394.32,53281.3,11668.099999999999,602.42
779-7975,4546.5,11516.2,11333.9,385.0
779-7979,37441.240000000005,38688.01,44276.22,733.13
779-7985,51983.8,13006.91,15547.619999999999,841.6999999999999
779-7987,2231.9,5059.21,2334.1,62.6
779-7995,13394.92,16219.8,17684.91,1270.64
779-7997,21281.14,63051.91,23035.2,960.8199999999999
779-7998,9148.4,6714.599999999999,6597.32,320.82
779-7999,18387.04,10558.6,8256.33,667.8
779-8555,52412.73,20280.32,58422.299999999996,1370.42
779-8556,11802.14,55753.200000000004,17886.899999999998,373.32
779-8598,17277.42,54989.270000000004,14252.83,902.31
779-8687,4371.7,1840.5,23340.8,202.89999999999998
779-8689,14100.699999999999,9520.1,30942.22,437.0
779-8699,12181.94,12120.199999999999,11588.82,572.12
779-8759,49687.72,12550.5,16586.72,469.22
779-8775,3938.51,2392.6,2201.0,187.8
779-8787,4197.41,2980.1,4275.4,125.3
779-8797,6073.9,48171.6,6732.4,460.3
779-8877,1981.3,2195.1,2312.71,324.6
779-8885,8502.12,7874.42,50409.340000000004,499.14
779-8895,21890.72,11041.5,20609.8,1546.3999999999999
779-8897,9410.720000000001,5568.62,6007.11,551.3
779-8955,6118.0,27744.11,5920.5,357.51
779-8965,6246.599999999999,49331.0,47739.0,410.3
779-8967,7995.12,53936.4,13305.02,387.32
779-8975,7674.83,11926.1,9431.6,380.5
779-8987,7682.71,10907.22,11866.6,239.4
779-8989,18235.74,11131.84,22192.0,787.3199999999999
779-9557,12110.5,18509.14,8268.72,511.32
779-9559,28495.73,18727.72,59795.6,1387.04
779-9575,8279.199999999999,10991.43,18484.13,587.0
779-9576,51335.4,11170.4,9567.3,410.72
779-9577,3936.2,4138.31,3873.1099999999997,184.0
779-9579,7883.820000000001,8235.01,12281.33,524.1
779-9585,12813.62,9902.2,52255.02,1022.9
779-9586,12371.62,12107.42,7310.5,379.72
